Name,Category,Price,Rating,Review_count,Review,Neighborhood,Latitude,Longitude
Surisan,Korean,2,4.5,2877,"['Everything was amazing! The servers were welcoming and kind!!! I highly recommend this place', 'Whole ambiance and food was a vibe. Great and easy service and I like how the food was presented on the plates along with the fact that they taste...', 'Bro, this is a nice spot. The fried chicken is fire  I will definitely drive back to the city for this! I was super disappointed in the loco moco. I wanted...']",Fishermans Wharf,37.80678176879883,-122.41755676269531
The Snug,Other,2,4.0,335,"['Cool place, nice atmosphere! I love coming here with friends. If there are free places outside, I eat there. I usually take salads or french fries. Good...', ""We called ahead of time to double check if they allow dogs and they did (because they have parklets and that's where we stayed). Never got to see the inside..."", 'Came on a Wednesday evening. Decently busy. No reservation and still sat us at a shared table. The menu is via a barcode you scan and order your food...']",Pacific Heights,37.79093933105469,-122.43443298339844
Farmhouse Kitchen Thai Cuisine,Thai,2,4.0,3388,"['Food was good, good portiond, service was good as well.\nHowever, way too expensive.\nHow can this be rated 2x$ signs on Yelp? I have no idea', 'The food is excellent. The service needs improvement. Servers were rushing us through appetizers, drinks, dinner, and dessert. For an upscale restaurant,...', 'Atmosphere: 5/5\nFood: 4.5/5\nDrinks: 5/5\nService: 5/5\n\nI had such a great time here catching up with a friend. The whole place is decked out in flowers so...']",Mission,37.76019287109375,-122.41141510009766
Purple Rice,Korean,2,4.5,218,"[""I've been here twice now ever since moving to SF. I haven't had much good Korean restaurants in SF, but this place definitely fulfills my Korean food..."", 'Decent Korean food for a fair price and a good quick spot in Hayes Valley! We came here on a Friday night a bit close to close - would recommend coming...', 'As a gal who loves korean food, dare I say it is in my monthly rotation of eating out at least twice a month (which is generous considering the plethora of...']",Lower Haight,37.771915435791016,-122.43075561523438
Limoncello,Other,2,5.0,1487,"['Nice deli with Italian groceries, wine, and beer for sale. There are outside and limited indoor seating. \n\nI got The Godfather sandwich and it was OK the...', 'Aesthetic Italian store, huge sandwiches, slow service \n\nI called ahead to order my sandwich bc I had read reviews on how slow the service can be, and I...', 'I was visiting my daughter & son-law and we  stopped by Limoncello on our way to a park in San Francisco to pick up some Italian sandwiches. We had a little...']",Cathedral Hill,37.78731918334961,-122.42359161376953
Dumpling Home,Other,2,4.5,673,"[""Im no noodle expert, but those ginger and green onion noodles were the best tasting, and definitely the best noodle texture I've had. I almost ordered..."", ""I've been wanting to try this place for a while but never had an excuse to go down to Hayes Valley. Normally I try to avoid that area because the parking..."", ""So many stellar reviews here.  I'm going to be honest.  While the dumplings were nice and juicy, this place is overpriced.  The noodles at $16 is for one...""]",Civic Center,37.77582931518555,-122.42263793945312
San Tung,Chinese,2,4.0,7679,"[""It's seriously over hyped. \n\nTo me chicken wings in a sticky sauce are nothing special. Chicken wings are not my idea of fine dining.\n\nThe black bean sauce..."", 'Best food ever!!!\r\r Recently try the famous San Tung! ;)\nPlace with the best fried chicken.', ""The wings here are amazing! Hands down the best wings we've ever had!! On the other hand the costumer service I received here was horrible, that makes me...""]",Inner Sunset,37.7637825012207,-122.46900939941406
Kitchen Story,Breakfast & Brunch,2,4.0,3838,"[""Good food, long wait & always busy. Kinda overhyped but it's a good benchmark for good brunch"", 'We stopped in SF for our anniversary and stopped at this restaurant since we are bacon fanatics!\nI really wanted to try out their bacon platter. \nThis place...', 'Classic brunch spot in SF with great bites. Kitchen Story has classic American brunch favorites with Asian influences.\n\nMenu includes omelets/scrambles,...']",Mission Dolores,37.76428985595703,-122.43072509765625
Wooden Spoon,Breakfast & Brunch,2,4.5,540,"['Great food, great service & the ambiance is very nice. Shout out to Cubano and James! \nThey were friendly and attentive. \nIf visiting be sure to catch...', 'Okay I had to come back here again because I was craving that soft scramble again! Once again my experience was the same just like before! This time I got a...', ""Decent brunch spot fix if there isn't a line. Servers were quite accommodating and friendly. Expect to wait about 30 min+ if you have a group larger than 2...""]",Duboce Triangle,37.76661682128906,-122.43025970458984
Fable,American (New),2,4.0,736,"['Came here for a late lunch. We were greeted by the host and had a reservation.\n\nWe sat out back and the back is so cute and refreshing. Service was great...', 'I would honestly rate this 3.5, but Yelp is forcing me to round..\n\nCame for a friends birthday dinner, and let me tell you, their outdoor patio is gorgeous...', 'Walked up to the place and noticed the small patch of seating in the front. Nice peaceful greenery in the crazy city. As we went inside we waited a little...']",Castro,37.75995635986328,-122.43508911132812
Woodhouse Fish Company,Seafood,2,4.0,2475,"[""TL;DR - small and cute spot, great for date night and they have oyster Tuesday's \n\nThis place is adorable. I love the counter seats too. It's a small place..."", 'Super cute restaurant in the heart of the trendy Fillmore District in lower Pac Heights. \n\nWe sat in their outdoor open parklet for lunch on a sunny Tuesday...', 'Words cannot express how delicious and good it is.  Just give a shot! Then you will understand what I mean. \nChunk lobster chilled in Mayo and celery.....']",Japantown,37.787418365478516,-122.43327331542969
JIJIME,Korean,2,4.5,496,"['Came here for a late lunch. I was greeted and seated immediately. I got the tonkatsu ramen. It came out fairly quickly and piping hot.\nIt was very filling...', ""Interesting food concept Korean Asian fusion and they advertise as such & I'm not sure what that is exactly. Scanning the menu, it's predominately Korean..."", 'The boyfriend and I had dinner here before we went to our show at the Palace theater. it was only 12 min away, so location was good for us, and when I saw...']",Outer Richmond,37.78065490722656,-122.47895050048828
Parada 22,Other,2,4.0,1385,"['The waiter was super accommodating and thoughtful. We got there with our pup and the waiter made sure our pup has water too. He moved us to one of the patio...', ""I don't know if I've ever had Puerto Rican cuisine prior to Parada 22, but I'm so happy I live pretty close to here, so I can try more of their dishes more..."", 'Vegetarian plate was generally okay - the white beans and yucca were more saucy than I expected but ratio of rice was not quite there. Some nice flavors for...']",Haight Ashbury,37.76921844482422,-122.45211791992188
Tanglad,Vietnamese,2,4.5,209,"[""This place is way nicer than the pictures  online make it seem! It's actually a super cute vibe and has a pretty outdoor area. \n\nThe food was amazing as..."", 'Stopped in near closing and they were kind enough to serve me a combo pho right quick.  I had heard mixed reviews of some of their other menu items, but...', ""This was a pleasant surprise hidden out in the Castro. My husband and I stopped in on a whim, and we're very glad we did.\n\nThe restaurant had a semi-outdoor...""]",Castro,37.76149368286133,-122.43484497070312
Hook Fish,Seafood,2,4.5,858,"['I am obsessed with this place. I was intimidated at first and started with avocado tacos, then moved on to their poke salad. Once I had a taste of their...', ""LOVE this place - was surprised by how good it is! Right by Ocean Beach, it's the perfect spot to grab a bite after exploring the area.\n\n* Fish + chips:..."", ""Holy smokes this place is good. It's a small space that only has limited outdoor seating, but has a cool open kitchen and a menu focused on, you guessed it,...""]",Outer Sunset,37.76237106323242,-122.50685119628906
Breadbelly,Bakeries,2,4.5,410,"['Breakfast Sandwich: Bursting with flavors and unexpected ingredients. A unique twist on an American classic, the breakfast sandwich. Featuring pickled...', 'The concept is lovely the execution of pastries are top notch.  However, I felt their star ""Pandan Toast"" was too sweet for me and for $10 seemed a little...', '*3.5 stars, Came here on a sunny Saturday morning for brunch and line was ~15min long. No inside seating & bathroom available but there were plenty of...']",Inner Richmond,37.78274917602539,-122.4743881225586
Pizzetta 211,Pizza,2,4.5,1413,"['Easily my favorite spot in SF. Came by for Pearl (also amazing), and was convinced to come back for Pizzetta. As a New Yorker, I was skeptical of California...', '*calls to order a spicy coppa pizza* .... Have you seen our updated menu from our website? We change it every two weeks *doohhhh sorry I shall call back*...', 'Out in the quiet residential neighborhood a warm glow falls on the beautiful sidewalk in front of this rustic cozy teeny restaurant.  A pizza oasis,  like a...']",Outer Richmond,37.78368377685547,-122.48297119140625
Nopa,American (New),3,4.0,5300,"['The service was great, the food was wonderful.  I took my family here and had been anticipating the pork chops.  It did not disappoint us at all!  You gotta...', 'Nopa is a restaurant that focuses on combining quality, seasonal ingredients without over amplifying their menu. I got their smoked tomato Caesar salad,...', 'This place did not live up to its hype at it. We walked in for date night on Friday around 7:30pm with no reservations, and luckily we got seated instantly...']",Alamo Square,37.77482986450195,-122.43746185302734
Horsefeather,Other,2,4.0,459,"[""Gorgeous restaurant and bar where you feel like you're in a greenhouse if you're sitting in the patio area - so fun and intimidate \n\nMy favorite was the..."", 'We came here on a weekend night with no reservation and were able to get seated at an outdoor table pretty quickly! I loved the vibe of the place - very...', 'Stopped by here for my birthday and loved the aesthetics, the plant walls were adorable and love that they have an outside part, semi outside part, and...']",Alamo Square,37.77450180053711,-122.4373550415039
Sweet Maple,American (Traditional),2,4.5,4429,"['Wonderful establishment......fantastic food and terrific staff.....thank you SM............', 'My wife was looking for a great place for brunch and Sweet Maple had some great reviews on Yelp. \n\nThe Yelpers were spot on!\n\nWe were a little worried about...', 'Came here on a Saturday for a solo brunch and lovedddd it! \n\nThere was a pretty long line wrapping around the corner but since I was alone I got to skip the...']",Lower Pacific Heights,37.785736083984375,-122.4350814819336
Dumpling Kitchen,Chinese,2,4.0,1952,"['Stopped by here on a Saturday afternoon for a late lunch around 3pm. We were immediately seated and handed menus. \n\nWe ordered the following items: \n-...', 'Stopped by here for lunch this past Thursday on the recommendation of my girlfriend. I have to say I was thoroughly impressed.\n\nMy girlfriend and I split a...', ""Oh my Dumping Kitchen.  You know I love me some dumpin's!\n\nWe got some Egg Yolk stuff!  Some Steamed Bun stuff!  And some Shanghai stuff!\n\nI dunno.  I...""]",Parkside,37.7422981262207,-122.48700714111328
The Italian Homemade Company,Italian,2,4.5,1122,"['It was my first time in San Francisco I order the lasagna it was amazing  it was a big plate  for like 2 people .. I will definitely go back when I  go...', 'The panna cotta was the one who stole the show for me! It was so creamy, the berry sauce was the right amount of sweetness. I would honestly say it is...', 'Will add my review to the pile for this one - cute little spot with nice but lowkey seating - could be a casual date night, or a lovely dinner with a small...']",Union Street,37.797420501708984,-122.43096923828125
Santeria,Mexican,2,4.5,227,"[""Delicious, excellent service, great drinks and food! I ordered flautas and a margarita and was the best decision of my life! I'll totally visit again"", 'Highly recommend Santeria. Visited this neighborhood gem on a slightly busy Tuesday evening. No reservation and still sat us at nice table. The owner, Lalo...', 'Fresh off the plane having just landed at SFO, we were hungry and ready to eat. Thanks to Yelp, I had found Santeria beforehand and knew that we would be ok...']",Castro,37.764835357666016,-122.43180847167969
Udon Mugizo,Japanese,2,4.0,1251,"['I always come here and almost always get the mentai cream udon. I definitely think this is a great spot for a casual dinner with a friend, as other reviews...', 'I think this place is okay if you want a quick lunch/dinner, nothing crazy.\n\nI got the deluxe udon with tempura, pork belly, and tender beef. The beef did...', 'Less toppings then more expensive then last visit. It was not even 1 year ago. \nmore expensive then less food in bowl is unacceptable!! \nNow charge for tea....']",Japantown,37.785011291503906,-122.4317398071289
Souvla,Mediterranean,2,4.0,541,"[""Excellent. I'm absolutely coming back. I was genuinely impressed at how good everything was. \n\nNot only was the food ready pretty quickly, it tasted..."", ""I'm done ordering from this Souvla. The last 3 times they've messed something up:\n\nJul 6, 2022 | Order # c082cfdd: Actually gave us completely the wrong..."", ""An SF Staple! I love bringing my friends who visit the city here, as a quick bite that's a little elevated. Of course, it's pricier than typical fast food,...""]",Panhandle,37.774478912353516,-122.43801879882812
Pearl 6101,Italian,2,4.5,386,"[""The cutest little restaurant for a cozy hangout or date night! While there is indoor and outdoor seating, I'd recommend getting a reservation beforehand..."", 'Came here for dinner on a Sunday and it was still pretty packed! \nOur server was super sweet and recommended a couple of their favorites. \nWe ended up...', 'Want an incredible place just a few blocks away. \nCame to Pearl for a celebratory dinner and this place was perfect. The service was excellent and we were...']",Outer Richmond,37.78383255004883,-122.48304748535156
Daeho Kalbijjim & Beef Soup,Korean,3,4.5,1485,"['Fast phase service and ofcourse Good!Good!Good! food!went there for the weekend and they have a long waitlist, but i can say it is WORTH THE WAIT!', ""100% love their combination beef soup and cheese Kalbijjim! Very flavorful beef ribs and cream soup, great to have it to warm up in the cold winter! \n\n(It's..."", 'Decided to come here for dinner with a few friends on a Friday night. We put ourselves on the wait list prior to arriving and our tables were ready by the...']",Japantown,37.7860107421875,-122.42858123779297
Lokma,Mediterranean,2,4.5,538,"['The server was the sweetest. So attentive and always checked on us throughout our meal. I had such a positive experience at Lokma. \n\nThe ambiance of the...', 'Variety of vegetarian options: 5/5\n\nLove lokma! Fresh squeezed orange juice is awesome and the bal and kaymak is a huge hit and tasted really authentic....', 'We tried Lokma while staying in a nearby AirBnB and really enjoyed it.\n\nWe enjoyed 2 entrees, dessert, (Baklava) wine and beer. I especially recommend the...']",Outer Richmond,37.78215026855469,-122.47866821289062
California Fish Market Restaurant,Seafood,2,4.5,477,"['Came here on a week night for a birthday dinner and was not disappointed. There was live music at a near by restaurant so opted to sit outside and were...', ""I've been looking forward to this restaurant since they opened. Service is speedy and friendly. \n\nWe ordered the salmon and scallop crudo. Fish market..."", 'Not quite sure what I expected, maybe I was thinking it would be more wooden interior and old school vibe, but what we got was better! The main server, just...']",North Beach,37.799800872802734,-122.40831756591797
Mamahuhu,Chinese,2,4.0,279,"['First time trying this spot and blown away! We got the sweet and spicy chicken sandwich and it was bomb! The sauce was so delicious-it left a spicy taste in...', ""I think Mamahuhu is a solid fast casual spot in the Richmond. The interior is super cute and colorful. They have a nice patio area that's great on a sunny..."", 'Best way to describe the food? Everything was very good, but nothing was memorable. Simply put: Quick, healthy, and fresh. Nothing more. Nothing less....']",Inner Richmond,37.78266906738281,-122.46492767333984
Nopalito,Mexican,2,4.0,1992,"[""This is going on my public list of the Bay Area's Best Mexican Cantinas. This restaurant has it all, great food, amazing vibe, parking easy to find, superb..."", 'Always had a delightful breakfast there. I am very interested in trying the breakfast that is served here. So many great options and the quality of food is...', 'The food is delicious as always, but the new ToastTab system takes away from the charm and fun of eating out. With their new system, you order food online...']",Panhandle,37.773433685302734,-122.43899536132812
MaMa Ji's,Other,2,4.0,856,"['What can I say? This place was amazing!! Amazing food, good price, and I love outdoor seating on a beautiful day. \n\nI never heard of this place, but the...', ""This spot is a small neighborhood Chinese restaurant that makes a particular Sichuan dish that I love very very well: the Hot and Numbing Fish. \n\nI've..."", 'Another friggin grand slam ... I had been in a hospital just shy of a week...... and the first thing I wanted and craved was dumplings and noods from this...']",Eureka Valley,37.76075744628906,-122.43872833251953
Burma Superstar,Other,2,4.0,7276,"['I really liked the check in tablet at the Host reception. It was a 27 minute wait, so we were able to go to a nearby Bar to kill time. We got the alert and...', ""I've been to burma before and the quality is always consistent! We went at 6 on a Tuesday and there wasn't a wait despite being busy. We ordered the mango..."", 'Tried this restaurant today. Food tasted not bad but there is always a line there.\n\nPrice was not super expensive but somewhat high.']",Inner Richmond,37.78278732299805,-122.46253967285156
Perilla,Vietnamese,2,4.0,1477,"['#27 imperial rolls & 5-spice chicken garlic noodle is *fantastic*! Noodles are garlicky and perfectly al dente. Egg rolls are SO crispy and tasty...', ""This was the Vietnamese place I had heard most about after moving to SF. I'm never in Inner Sunset so was excited to head over on for a Saturday dinner!..."", 'Love this place. Their portions are giant yet delicious. We ordered the five spice chicken with garlic noodles and imperial rolls. And the grilled pork with...']",Inner Sunset,37.7641487121582,-122.46710968017578
Cha Cha Cha,Other,2,4.0,3376,"['Laura was so attentive and patient with our large group of 13! She continuously checked up on us and was so quick to respond to any question or concern we...', 'Out to lunch with the pre-teens today enjoying an unexpected school holiday.  We were vintage clothes shopping on The Haight and had to come to eat here.  I...', 'Great lunch spot for Cuban food. We had the flavorful Ropa Vieja and the roasted pork. Both had a ton of flavor. \n\nService was good and prices ok for San...']",Haight Ashbury,37.769142150878906,-122.45204162597656
Jane on Fillmore,Coffee & Tea,2,4.0,1111,"['Not bad! I found some tasty food... I like their berry smoothie bowls. Also, I recently had peanut butter and banana toast. \nThe place is not big, if I can...', ""Love Jane's. Great coffee,pastries and atmosphere. Such a treat to get a table up front and watch the people pass by on Filmore."", 'I enjoyed a casual breakfast at Jane on Fillmore earlier this week! I was so tempted by several of the menu items, and would definitely return to try them...']",Pacific Heights,37.78934097290039,-122.4342269897461
Brenda's Meat & Three,Breakfast & Brunch,2,4.0,1377,"[""Delicious brunch spot, doesn't lose in anything to the Polk St unit. This one takes reservations in advance! My favourites were: The shrimp and grits,..."", 'Such good vibes here. I came as a party of 6 on a Sunday noon and we were seated in about 20 minutes. \n\n- chicken sandwich (5/5)\n- French toast (3/5)\n-...', '10/16/22 Sunday 3 pm \nWe came looking for soul food in the area open past 3 pm. (Many restaurants are closed at 2 pm). Simple menu with attractive enough...']",Western Addition,37.77814865112305,-122.43855285644531
Cafe Okawari,Japanese,2,4.5,245,"[""Chicken katsu sando. That's the only thing you need to know. \n\nBetween all the meetings, my coworkers and I were struggling to coordinate a time where we..."", 'The chicken katsu curry is delicious, and I think what sets it apart is that the chicken has clearly been marinated. When you bite in you get a savory...', '\\\\ TO GO ORDER REVIEW //\n\nI ordered:\n- chicken katsu sando with curry sauce on the side\n- spicy tuna don\n\nThe chicken katsu sando was so decadent. The milk...']",South of Market,37.77825927734375,-122.39388275146484
Saucy Asian,Korean,2,4.5,407,"[""I stopped in for Poke after the gym. I ordered the island poke with a mix of tuna and salmon. This was some of the most flavorful Poke I've ever had! I..."", ""Saucy Asian is the perfect, quick (and sneakily maybe nap inducing) lunch to pick up in the Castro / Dolores area. I've never been when there has been a..."", 'Have been here dozens of times and loved it.\n\nHowever, the last handful of times, the amount of food they gave has declined rapidly.  They are skimping on...']",Castro,37.762611389160156,-122.43093872070312
Cafe De Casa,Other,2,4.5,126,"[""I think i've found my açaí spot! I've been on the hunt for a while, having tried earthbar, avotoasty, judahlicious etc, and I've not found a click. It's..."", 'Large, delicious, and refreshing smoothie bowls for a good price! I love toppings so appreciated all the granola and fruit, but if you prefer more smoothie...', 'Cafe De Casa has routinely become one of my favorite spots to work on a Friday afternoon. Their pastries are to DIE for especially their cheese bread (pão...']",Castro,37.762359619140625,-122.43470764160156
Zazie,Breakfast & Brunch,2,4.0,4932,"[""The food was great - I'm  just not sure it was worth the wait in the end.\n\nThe waiting system was transparent and efficient though! It was entirely our..."", 'I think I had really high expectations before going so it fell a little flat for me. The food was okay and ambiance was nice but I left feeling a bit...', 'Fantastic spot for brunch in SF, highly recommend the cappuccino!  Heads up there is always a wait so make sure to get on the list earlier than later.']",Cole Valley,37.76524353027344,-122.4500961303711
Um Ma,Korean,2,4.0,576,"[""It's been a really hard to find a good Korean restaurant in SF; UMMA almost hit the spot!\n\nWe put our name on the waiting list for umma and waited for about..."", ""My last two visits here weren't as good as the previous three visits. Last time I thought it was because I decided to try a new dish rather than my usual..."", ""A pleasantly surprised experience! To be honest I was a little bit skeptical of the restaurant since it was supposedly Korean food but it didn't seem / feel...""]",Inner Sunset,37.765499114990234,-122.46619415283203
Troya,Mediterranean,2,4.0,684,"['After 2 years I came back to la Troya with my husband, his parents and a friend of us.\nI booked online, but my husband call to be sure the table was inside...', 'While in between work meetings, I grabbed a quick lunch at Troya on a Friday afternoon. It was...fine. \n\nI originally came because I saw the Manti Dumplings...', 'Troya is the real deal. Everything that we tried was exceptional. \n\nHowever, there are two dishes that stole the show. The braised lamb shoulder and the...']",Pacific Heights,37.78937530517578,-122.43407440185547
NOVY Restaurant,Mediterranean,2,4.0,498,"['Highs:\n- We liked everything we ordered: the chicken wrap (gyro), Athenian pasta, and moussaka. Each plate was filling enough for one person. \n- We tried...', 'We made an 8pm outdoor reservation online.  The food was great, the service was friendly, and the outdoor set up was quite pleasant.  The only downside is...', ""Best dolmas that I have ever had, and I've had quite a few.  We came and had  sort of a small plates dinner with dolmas, halloumi cheese, hummus and one...""]",Noe Valley,37.751529693603516,-122.43212127685547
Presidio Kebab,Mediterranean,2,4.5,259,"['Weary Travelers. As we were headed to a typical food chain restaurant to eat because we were too tired and too hungry to explore. We see this elegant...', 'Ordered the hummus, babaganoush, falafel appetizer, spanakopita, L&B-yaprak wrap, musakka, salmon izgara, beyti kabob, baklava, and kunefe for takeout\nThe...', ""I came here for late lunch on Sunday. \n\nI had Beyti Kebab and Kunefe. Beyti kebab one of the best I've ever had. Homemade kunefe was fresh and delicious.\nI...""]",Presidio Heights,37.7880744934082,-122.44680786132812
Beretta,Italian,2,4.0,321,"[""Food and drinks were some of the best I've ever had. I had the lasagna... DELICIOUS. A table favorite.  I don't know if I'll be able to get lasagna anywhere..."", 'The best valued happy hour in my opinion!\n\nExperience: My friend and I went here at 4pm. We were seated immediately. We sat outside and the outside seating...', 'Walnut bread with burrata and mushroom-truffle honey. Get it. Burrata is always amazing, but it was even better paired with a soft and chewy walnut bread,...']",Panhandle,37.77574920654297,-122.43824768066406
Manna,Korean,2,4.0,1280,"['???????????????????????????????6??????????????????????\n??????????????????????????????????????????????????????????????????????????????????????????????????????...', ""There aren't too many solid Korean restaurants in SF, so I'm glad I found this one! Though small and tightly packed, this place was the pinnacle of..."", ""An Inner sunset classic...affordable Korean eats in SF with friendly service! Manna is always a good idea. I've eaten here many times over the years and the...""]",Inner Sunset,37.76388931274414,-122.46724700927734
Mangrove Kitchen,Thai,2,4.0,349,"['Great food. Amazing atmosphere and phenomenal service. Will absolutely be back again.', 'Variety of vegetarian options on the menu: 4/5\n\nWent once and have been back almost 3 more times. Mangrove might be our new go to Thai spot! We also get the...', ""Mangrove is my local Thai restaurant for when I can't wait for delivery or I don't want to travel far for dinner. I'm giving them 3 stars for convenience...""]",Lower Haight,37.77251052856445,-122.43695831298828
Unco Frank’s,Other,2,4.5,67,"['Fantastic spot for Hawaiian food in an unsuspecting location. We shared the kalbi, mochiko chicken, and furikake fries.\n\nKalbi: Good amount of meat and fat...', ""Food was great and great customer service.I had teriyaki chicken with two sides \n\nThe reason I'm giving it 4 stars way to pricey $19 for the chicken and..."", ""First of all, placing an order for pickup is NOT EASY.  Unco Frank's does not have a direct web presence.  You need to place your order through:...""]",Inner Richmond,37.7828483581543,-122.46411895751953
Savor,Mediterranean,2,5.0,51,"[""Wow, we've had brunch here several times and the savory dishes are AMAZING! All the dishes we've tried have been wonderfully seasoned and incredibly well..."", 'Truly makes you want to savor every bite. Incredible combination of quality ingredients and delightful flavours.\n\nAppearing quite reserved at first glance,...', ""I've followed Chef Mo for years - he's always had the best vegetarian food and at his new place here on Irving - it's just as I remembered maybe even...""]",Inner Sunset,37.76411437988281,-122.46223449707031
San Ho Won,Korean,4,4.5,223,"['I was so excited to dine at San Ho Won, after having an amazing experience at Benu, several years ago.  It did not disappoint.   Our group had the house...', ""Best I've ever had. Exceptional food down to every last detail. \n\nWill be back for sure."", 'The service here is amazing and the food was delicious and beautifully presented! My friend and I walked in around 5:30pm on a Wednesday and we were given...']",Mission,37.75944137573242,-122.41017150878906
Hinodeya Ramen Bar,Ramen,2,4.0,1673,"['The best ramen I ever had, I got the level 10 and they did a great job of balancing the flavor with spice. Props to the chefs! Nonetheless the spice left me...', 'My favorite vegan ramen in the city!!! The flavors are PACKED and all the toppings are soooo good! Squash? Yes. Inari??? Yes! And the staff is so attentive,...', 'Came here with a friend who was visiting from out of town. We had just gotten back from a giant sandcastle building competition on the beach so we wanted...']",Japantown,37.786155700683594,-122.4300537109375
The Italian Homemade Company,Italian,2,4.5,1794,"[""craving home made pasta?\n\nliterally is in the name of the restaurant\n\never since the italian homemade opened its first location in SF - i've been a fan!..."", 'Food is great. Tasty and good portions.\n\nI removed one star because the attention to detail no so great.  I ordered delivery from the North Beach location....', ""Saw so many great reviews, but I don't understand why.\n\nPrice review\nFirst, the price was shocking! I think it would have been cheaper at Olive Garden where...""]",North Beach,37.80175018310547,-122.41184997558594
