ID,Name,Image,Url,Review count,Category,Rating,Price,Latitude,Longitude,Address,City,State,Country,Phone,Review
i09UMzccKgyLwGYKDVP28w,Surisan,https://s3-media3.fl.yelpcdn.com/bphoto/TRmQFBMztDCAlp_ol7IMbA/o.jpg,https://www.yelp.com/biz/surisan-san-francisco?adjust_creative=iuMW-YN0A5e1JsA5cAgIDQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iuMW-YN0A5e1JsA5cAgIDQ,2877,Korean,4.5,$$,37.80678,-122.41756,505 Beach St,San Francisco,CA,US,(415) 771-8449,"['Everything was amazing! The servers were welcoming and kind!!! I highly recommend this place', 'Whole ambiance and food was a vibe. Great and easy service and I like how the food was presented on the plates along with the fact that they taste...', 'Bro, this is a nice spot. The fried chicken is fire  I will definitely drive back to the city for this! I was super disappointed in the loco moco. I wanted...']"
_hOVIgjVRl_HzvLaa65KJg,The Snug,https://s3-media3.fl.yelpcdn.com/bphoto/MutHRQoBt5krVldjIK88IA/o.jpg,https://www.yelp.com/biz/the-snug-san-francisco?adjust_creative=iuMW-YN0A5e1JsA5cAgIDQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iuMW-YN0A5e1JsA5cAgIDQ,335,Cocktail Bars,4.0,$$,37.79094,-122.43443,2301 Fillmore St,San Francisco,CA,US,,"['Cool place, nice atmosphere! I love coming here with friends. If there are free places outside, I eat there. I usually take salads or french fries. Good...', ""We called ahead of time to double check if they allow dogs and they did (because they have parklets and that's where we stayed). Never got to see the inside..."", 'Came on a Wednesday evening. Decently busy. No reservation and still sat us at a shared table. The menu is via a barcode you scan and order your food...']"
8kck3-K4zYKTJbJko0JlXQ,Farmhouse Kitchen Thai Cuisine,https://s3-media4.fl.yelpcdn.com/bphoto/kUlEaPpv0JGlHG_nrPr7wQ/o.jpg,https://www.yelp.com/biz/farmhouse-kitchen-thai-cuisine-san-francisco?adjust_creative=iuMW-YN0A5e1JsA5cAgIDQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iuMW-YN0A5e1JsA5cAgIDQ,3388,Thai,4.0,$$,37.760192883932795,-122.4114188698492,710 Florida St,San Francisco,CA,US,(415) 814-2920,"['Food was good, good portiond, service was good as well.\nHowever, way too expensive.\nHow can this be rated 2x$ signs on Yelp? I have no idea', 'The food is excellent. The service needs improvement. Servers were rushing us through appetizers, drinks, dinner, and dessert. For an upscale restaurant,...', 'Atmosphere: 5/5\nFood: 4.5/5\nDrinks: 5/5\nService: 5/5\n\nI had such a great time here catching up with a friend. The whole place is decked out in flowers so...']"
8u7pyRsCdf0DOP-Vg6MuLQ,Purple Rice,https://s3-media1.fl.yelpcdn.com/bphoto/IlTN8YP7QfKme9-ulpeLSg/o.jpg,https://www.yelp.com/biz/purple-rice-san-francisco?adjust_creative=iuMW-YN0A5e1JsA5cAgIDQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iuMW-YN0A5e1JsA5cAgIDQ,218,Korean,4.5,$$,37.771917,-122.430753,509 Haight St,San Francisco,CA,US,(415) 932-6257,"[""I've been here twice now ever since moving to SF. I haven't had much good Korean restaurants in SF, but this place definitely fulfills my Korean food..."", 'Decent Korean food for a fair price and a good quick spot in Hayes Valley! We came here on a Friday night a bit close to close - would recommend coming...', 'As a gal who loves korean food, dare I say it is in my monthly rotation of eating out at least twice a month (which is generous considering the plethora of...']"
2hGIxgprREdBieylltWaRQ,Limoncello,https://s3-media1.fl.yelpcdn.com/bphoto/RJMZfygsa2NiYFM2wPzT-w/o.jpg,https://www.yelp.com/biz/limoncello-san-francisco?adjust_creative=iuMW-YN0A5e1JsA5cAgIDQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iuMW-YN0A5e1JsA5cAgIDQ,1487,Sandwiches,5.0,$$,37.7873184067081,-122.423591369312,1400 Sutter St,San Francisco,CA,US,(415) 638-6361,"['Nice deli with Italian groceries, wine, and beer for sale. There are outside and limited indoor seating. \n\nI got The Godfather sandwich and it was OK the...', 'Aesthetic Italian store, huge sandwiches, slow service \n\nI called ahead to order my sandwich bc I had read reviews on how slow the service can be, and I...', 'I was visiting my daughter & son-law and we  stopped by Limoncello on our way to a park in San Francisco to pick up some Italian sandwiches. We had a little...']"
kvrQecqdGvnuVICMstZJmA,Dumpling Home,https://s3-media1.fl.yelpcdn.com/bphoto/N2Q1b64g4M2rjpagYld1nQ/o.jpg,https://www.yelp.com/biz/dumpling-home-san-francisco?adjust_creative=iuMW-YN0A5e1JsA5cAgIDQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iuMW-YN0A5e1JsA5cAgIDQ,673,Dim Sum,4.5,$$,37.775830550017254,-122.4226361,298 Gough St,San Francisco,CA,US,(415) 503-1666,"[""Im no noodle expert, but those ginger and green onion noodles were the best tasting, and definitely the best noodle texture I've had. I almost ordered..."", ""I've been wanting to try this place for a while but never had an excuse to go down to Hayes Valley. Normally I try to avoid that area because the parking..."", ""So many stellar reviews here.  I'm going to be honest.  While the dumplings were nice and juicy, this place is overpriced.  The noodles at $16 is for one...""]"
M0JTO3oyu6gxh1mfFjU-dA,San Tung,https://s3-media3.fl.yelpcdn.com/bphoto/rYZbin0NWrbrs0TYzI8rYA/o.jpg,https://www.yelp.com/biz/san-tung-san-francisco-2?adjust_creative=iuMW-YN0A5e1JsA5cAgIDQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iuMW-YN0A5e1JsA5cAgIDQ,7679,Chinese,4.0,$$,37.76378306790313,-122.46900735179602,1031 Irving St,San Francisco,CA,US,(415) 242-0828,"[""It's seriously over hyped. \n\nTo me chicken wings in a sticky sauce are nothing special. Chicken wings are not my idea of fine dining.\n\nThe black bean sauce..."", 'Best food ever!!!\r\r Recently try the famous San Tung! ;)\nPlace with the best fried chicken.', ""The wings here are amazing! Hands down the best wings we've ever had!! On the other hand the costumer service I received here was horrible, that makes me...""]"
XQLmEdXoMzOpffwoFaBtaQ,Kitchen Story,https://s3-media3.fl.yelpcdn.com/bphoto/NFhzbxcz4No5Ny8_IHdPMw/o.jpg,https://www.yelp.com/biz/kitchen-story-san-francisco?adjust_creative=iuMW-YN0A5e1JsA5cAgIDQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iuMW-YN0A5e1JsA5cAgIDQ,3838,Breakfast & Brunch,4.0,$$,37.764290777795395,-122.43072410226956,3499 16th St,San Francisco,CA,US,(415) 525-4905,"[""Good food, long wait & always busy. Kinda overhyped but it's a good benchmark for good brunch"", 'We stopped in SF for our anniversary and stopped at this restaurant since we are bacon fanatics!\nI really wanted to try out their bacon platter. \nThis place...', 'Classic brunch spot in SF with great bites. Kitchen Story has classic American brunch favorites with Asian influences.\n\nMenu includes omelets/scrambles,...']"
UYNswbdsQ5OvwnyY9esxCw,Wooden Spoon,https://s3-media4.fl.yelpcdn.com/bphoto/JHujNEsKp9ZvzHQazdVOCQ/o.jpg,https://www.yelp.com/biz/wooden-spoon-san-francisco?adjust_creative=iuMW-YN0A5e1JsA5cAgIDQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iuMW-YN0A5e1JsA5cAgIDQ,540,Breakfast & Brunch,4.5,$$,37.7666182758937,-122.430262778253,2172 Market St,San Francisco,CA,US,(415) 946-3005,"['Great food, great service & the ambiance is very nice. Shout out to Cubano and James! \nThey were friendly and attentive. \nIf visiting be sure to catch...', 'Okay I had to come back here again because I was craving that soft scramble again! Once again my experience was the same just like before! This time I got a...', ""Decent brunch spot fix if there isn't a line. Servers were quite accommodating and friendly. Expect to wait about 30 min+ if you have a group larger than 2...""]"
reXWH9Wo0ZTOuQsTMNOSxg,Fable,https://s3-media3.fl.yelpcdn.com/bphoto/Q-ggLlAKmVeobiJfPIYzpQ/o.jpg,https://www.yelp.com/biz/fable-san-francisco?adjust_creative=iuMW-YN0A5e1JsA5cAgIDQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iuMW-YN0A5e1JsA5cAgIDQ,736,American (New),4.0,$$,37.759958,-122.435089,558 Castro St,San Francisco,CA,US,(415) 590-2404,"['Came here for a late lunch. We were greeted by the host and had a reservation.\n\nWe sat out back and the back is so cute and refreshing. Service was great...', 'I would honestly rate this 3.5, but Yelp is forcing me to round..\n\nCame for a friends birthday dinner, and let me tell you, their outdoor patio is gorgeous...', 'Walked up to the place and noticed the small patch of seating in the front. Nice peaceful greenery in the crazy city. As we went inside we waited a little...']"
PFk6k_hEGG0n6_FAJSm9EQ,Woodhouse Fish Company,https://s3-media2.fl.yelpcdn.com/bphoto/XL-TVILiiZBtBqutAhF_wg/o.jpg,https://www.yelp.com/biz/woodhouse-fish-company-san-francisco-4?adjust_creative=iuMW-YN0A5e1JsA5cAgIDQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iuMW-YN0A5e1JsA5cAgIDQ,2475,Seafood,4.0,$$,37.78742,-122.43327,1914 Fillmore St,San Francisco,CA,US,(415) 437-2722,"[""TL;DR - small and cute spot, great for date night and they have oyster Tuesday's \n\nThis place is adorable. I love the counter seats too. It's a small place..."", 'Super cute restaurant in the heart of the trendy Fillmore District in lower Pac Heights. \n\nWe sat in their outdoor open parklet for lunch on a sunny Tuesday...', 'Words cannot express how delicious and good it is.  Just give a shot! Then you will understand what I mean. \nChunk lobster chilled in Mayo and celery.....']"
2E9O-p-lp587aOMnpLepkQ,JIJIME,https://s3-media4.fl.yelpcdn.com/bphoto/5_sgQlY2DwGMaPsk1qYP9A/o.jpg,https://www.yelp.com/biz/jijime-san-francisco-8?adjust_creative=iuMW-YN0A5e1JsA5cAgIDQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iuMW-YN0A5e1JsA5cAgIDQ,496,Korean,4.5,$$,37.7806549278456,-122.478949574806,5524 Geary Blvd,San Francisco,CA,US,(415) 221-5353,"['Came here for a late lunch. I was greeted and seated immediately. I got the tonkatsu ramen. It came out fairly quickly and piping hot.\nIt was very filling...', ""Interesting food concept Korean Asian fusion and they advertise as such & I'm not sure what that is exactly. Scanning the menu, it's predominately Korean..."", 'The boyfriend and I had dinner here before we went to our show at the Palace theater. it was only 12 min away, so location was good for us, and when I saw...']"
TlBFKt2N2eSEBpN-UZmDBw,Parada 22,https://s3-media1.fl.yelpcdn.com/bphoto/2bxMsIhutIY2P09y7UvMWQ/o.jpg,https://www.yelp.com/biz/parada-22-san-francisco?adjust_creative=iuMW-YN0A5e1JsA5cAgIDQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iuMW-YN0A5e1JsA5cAgIDQ,1385,Latin American,4.0,$$,37.769217,-122.4521212,1805 Haight St,San Francisco,CA,US,(415) 750-1111,"['The waiter was super accommodating and thoughtful. We got there with our pup and the waiter made sure our pup has water too. He moved us to one of the patio...', ""I don't know if I've ever had Puerto Rican cuisine prior to Parada 22, but I'm so happy I live pretty close to here, so I can try more of their dishes more..."", 'Vegetarian plate was generally okay - the white beans and yucca were more saucy than I expected but ratio of rice was not quite there. Some nice flavors for...']"
OOlS_RmdMk1LHtgOQWoHoA,Tanglad,https://s3-media3.fl.yelpcdn.com/bphoto/jzNmvepv5zG5fbBOXfmtWw/o.jpg,https://www.yelp.com/biz/tanglad-san-francisco?adjust_creative=iuMW-YN0A5e1JsA5cAgIDQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iuMW-YN0A5e1JsA5cAgIDQ,209,Vietnamese,4.5,$$,37.761492,-122.434844,469 Castro St,San Francisco,CA,US,(415) 624-3238,"[""This place is way nicer than the pictures  online make it seem! It's actually a super cute vibe and has a pretty outdoor area. \n\nThe food was amazing as..."", 'Stopped in near closing and they were kind enough to serve me a combo pho right quick.  I had heard mixed reviews of some of their other menu items, but...', ""This was a pleasant surprise hidden out in the Castro. My husband and I stopped in on a whim, and we're very glad we did.\n\nThe restaurant had a semi-outdoor...""]"
Y3nxgEoxwFJ5miacMzYNXg,Hook Fish,https://s3-media1.fl.yelpcdn.com/bphoto/xANyBZXuQfesVErviYRF3w/o.jpg,https://www.yelp.com/biz/hook-fish-san-francisco-6?adjust_creative=iuMW-YN0A5e1JsA5cAgIDQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iuMW-YN0A5e1JsA5cAgIDQ,858,Seafood,4.5,$$,37.76237,-122.50685,4542 Irving St,San Francisco,CA,US,,"['I am obsessed with this place. I was intimidated at first and started with avocado tacos, then moved on to their poke salad. Once I had a taste of their...', ""LOVE this place - was surprised by how good it is! Right by Ocean Beach, it's the perfect spot to grab a bite after exploring the area.\n\n* Fish + chips:..."", ""Holy smokes this place is good. It's a small space that only has limited outdoor seating, but has a cool open kitchen and a menu focused on, you guessed it,...""]"
w3mpnxz64nU8VwHDLz3S6g,Breadbelly,https://s3-media2.fl.yelpcdn.com/bphoto/XNTsE9uUBUsWOsTuyGRvng/o.jpg,https://www.yelp.com/biz/breadbelly-san-francisco?adjust_creative=iuMW-YN0A5e1JsA5cAgIDQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iuMW-YN0A5e1JsA5cAgIDQ,410,Bakeries,4.5,$$,37.78275,-122.47439,1408 Clement St,San Francisco,CA,US,(415) 349-0969,"['Breakfast Sandwich: Bursting with flavors and unexpected ingredients. A unique twist on an American classic, the breakfast sandwich. Featuring pickled...', 'The concept is lovely the execution of pastries are top notch.  However, I felt their star ""Pandan Toast"" was too sweet for me and for $10 seemed a little...', '*3.5 stars, Came here on a sunny Saturday morning for brunch and line was ~15min long. No inside seating & bathroom available but there were plenty of...']"
QOpqNPKpClL48TVVrYobAw,Pizzetta 211,https://s3-media2.fl.yelpcdn.com/bphoto/1uWcAal9dbi2iOvULeLI4w/o.jpg,https://www.yelp.com/biz/pizzetta-211-san-francisco?adjust_creative=iuMW-YN0A5e1JsA5cAgIDQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iuMW-YN0A5e1JsA5cAgIDQ,1413,Pizza,4.5,$$,37.783684,-122.482974,211 23rd Ave,San Francisco,CA,US,(415) 379-9880,"['Easily my favorite spot in SF. Came by for Pearl (also amazing), and was convinced to come back for Pizzetta. As a New Yorker, I was skeptical of California...', '*calls to order a spicy coppa pizza* .... Have you seen our updated menu from our website? We change it every two weeks *doohhhh sorry I shall call back*...', 'Out in the quiet residential neighborhood a warm glow falls on the beautiful sidewalk in front of this rustic cozy teeny restaurant.  A pizza oasis,  like a...']"
ttarnopezxmp2ROB1N2PaA,Nopa,https://s3-media4.fl.yelpcdn.com/bphoto/QOc_docjeCrDHlckTaDE2A/o.jpg,https://www.yelp.com/biz/nopa-san-francisco?adjust_creative=iuMW-YN0A5e1JsA5cAgIDQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iuMW-YN0A5e1JsA5cAgIDQ,5300,American (New),4.0,$$$,37.77483,-122.43746,560 Divisadero St,San Francisco,CA,US,(415) 864-8643,"['The service was great, the food was wonderful.  I took my family here and had been anticipating the pork chops.  It did not disappoint us at all!  You gotta...', 'Nopa is a restaurant that focuses on combining quality, seasonal ingredients without over amplifying their menu. I got their smoked tomato Caesar salad,...', 'This place did not live up to its hype at it. We walked in for date night on Friday around 7:30pm with no reservations, and luckily we got seated instantly...']"
lUUQi1b2rV3glIn4t2I1Iw,Horsefeather,https://s3-media2.fl.yelpcdn.com/bphoto/Fh0PkCrPfP7mItoZvVG2VA/o.jpg,https://www.yelp.com/biz/horsefeather-san-francisco-2?adjust_creative=iuMW-YN0A5e1JsA5cAgIDQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iuMW-YN0A5e1JsA5cAgIDQ,459,Cocktail Bars,4.0,$$,37.774501,-122.437355,528 Divisidero St,San Francisco,CA,US,(415) 817-1939,"[""Gorgeous restaurant and bar where you feel like you're in a greenhouse if you're sitting in the patio area - so fun and intimidate \n\nMy favorite was the..."", 'We came here on a weekend night with no reservation and were able to get seated at an outdoor table pretty quickly! I loved the vibe of the place - very...', 'Stopped by here for my birthday and loved the aesthetics, the plant walls were adorable and love that they have an outside part, semi outside part, and...']"
-DrR38H1Abk0wCyu9XOLug,Sweet Maple,https://s3-media2.fl.yelpcdn.com/bphoto/etyS0Af-PS74CTwxly2uoA/o.jpg,https://www.yelp.com/biz/sweet-maple-san-francisco?adjust_creative=iuMW-YN0A5e1JsA5cAgIDQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iuMW-YN0A5e1JsA5cAgIDQ,4429,American (Traditional),4.5,$$,37.785735681426,-122.43507770852,2101 Sutter St,San Francisco,CA,US,(415) 655-9169,"['Wonderful establishment......fantastic food and terrific staff.....thank you SM............', 'My wife was looking for a great place for brunch and Sweet Maple had some great reviews on Yelp. \n\nThe Yelpers were spot on!\n\nWe were a little worried about...', 'Came here on a Saturday for a solo brunch and lovedddd it! \n\nThere was a pretty long line wrapping around the corner but since I was alone I got to skip the...']"
BI40rGhpngLNPacrjWpseQ,Dumpling Kitchen,https://s3-media1.fl.yelpcdn.com/bphoto/rggI1HG_kaABtAGNiuqF9Q/o.jpg,https://www.yelp.com/biz/dumpling-kitchen-san-francisco?adjust_creative=iuMW-YN0A5e1JsA5cAgIDQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iuMW-YN0A5e1JsA5cAgIDQ,1952,Chinese,4.0,$$,37.7423,-122.48701,1935 Taraval St,San Francisco,CA,US,(415) 682-8938,"['Stopped by here on a Saturday afternoon for a late lunch around 3pm. We were immediately seated and handed menus. \n\nWe ordered the following items: \n-...', 'Stopped by here for lunch this past Thursday on the recommendation of my girlfriend. I have to say I was thoroughly impressed.\n\nMy girlfriend and I split a...', ""Oh my Dumping Kitchen.  You know I love me some dumpin's!\n\nWe got some Egg Yolk stuff!  Some Steamed Bun stuff!  And some Shanghai stuff!\n\nI dunno.  I...""]"
FRpULkKmvD9caSKabQzq5w,The Italian Homemade Company,https://s3-media1.fl.yelpcdn.com/bphoto/_qcdK6AaYatHTLiNNeO69Q/o.jpg,https://www.yelp.com/biz/the-italian-homemade-company-san-francisco-6?adjust_creative=iuMW-YN0A5e1JsA5cAgIDQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iuMW-YN0A5e1JsA5cAgIDQ,1122,Italian,4.5,$$,37.79742,-122.43097,1919 Union St,San Francisco,CA,US,(415) 655-9325,"['It was my first time in San Francisco I order the lasagna it was amazing  it was a big plate  for like 2 people .. I will definitely go back when I  go...', 'The panna cotta was the one who stole the show for me! It was so creamy, the berry sauce was the right amount of sweetness. I would honestly say it is...', 'Will add my review to the pile for this one - cute little spot with nice but lowkey seating - could be a casual date night, or a lovely dinner with a small...']"
