Name,Category,Price,Rating,Review_count,Review,Neighborhood,Latitude,Longitude
Santeria,Mexican,2,4.5,227,"[""Delicious, excellent service, great drinks and food! I ordered flautas and a margarita and was the best decision of my life! I'll totally visit again"", 'Highly recommend Santeria. Visited this neighborhood gem on a slightly busy Tuesday evening. No reservation and still sat us at nice table. The owner, Lalo...', 'Fresh off the plane having just landed at SFO, we were hungry and ready to eat. Thanks to Yelp, I had found Santeria beforehand and knew that we would be ok...']",Castro,37.76483536,-122.4318085
Udon Mugizo,Japanese,2,4,1251,"['I always come here and almost always get the mentai cream udon. I definitely think this is a great spot for a casual dinner with a friend, as other reviews...', 'I think this place is okay if you want a quick lunch/dinner, nothing crazy.\n\nI got the deluxe udon with tempura, pork belly, and tender beef. The beef did...', 'Less toppings then more expensive then last visit. It was not even 1 year ago. \nmore expensive then less food in bowl is unacceptable!! \nNow charge for tea....']",Japantown,37.78501129,-122.4317398
Souvla,Mediterranean,2,4,541,"[""Excellent. I'm absolutely coming back. I was genuinely impressed at how good everything was. \n\nNot only was the food ready pretty quickly, it tasted..."", ""I'm done ordering from this Souvla. The last 3 times they've messed something up:\n\nJul 6, 2022 | Order # c082cfdd: Actually gave us completely the wrong..."", ""An SF Staple! I love bringing my friends who visit the city here, as a quick bite that's a little elevated. Of course, it's pricier than typical fast food,...""]",Panhandle,37.77447891,-122.4380188
Pearl 6101,Italian,2,4.5,386,"[""The cutest little restaurant for a cozy hangout or date night! While there is indoor and outdoor seating, I'd recommend getting a reservation beforehand..."", 'Came here for dinner on a Sunday and it was still pretty packed! \nOur server was super sweet and recommended a couple of their favorites. \nWe ended up...', 'Want an incredible place just a few blocks away. \nCame to Pearl for a celebratory dinner and this place was perfect. The service was excellent and we were...']",Outer Richmond,37.78383255,-122.4830475
Daeho Kalbijjim & Beef Soup,Korean,3,4.5,1485,"['Fast phase service and ofcourse Good!Good!Good! food!went there for the weekend and they have a long waitlist, but i can say it is WORTH THE WAIT!', ""100% love their combination beef soup and cheese Kalbijjim! Very flavorful beef ribs and cream soup, great to have it to warm up in the cold winter! \n\n(It's..."", 'Decided to come here for dinner with a few friends on a Friday night. We put ourselves on the wait list prior to arriving and our tables were ready by the...']",Japantown,37.78601074,-122.4285812
Lokma,Mediterranean,2,4.5,538,"['The server was the sweetest. So attentive and always checked on us throughout our meal. I had such a positive experience at Lokma. \n\nThe ambiance of the...', 'Variety of vegetarian options: 5/5\n\nLove lokma! Fresh squeezed orange juice is awesome and the bal and kaymak is a huge hit and tasted really authentic....', 'We tried Lokma while staying in a nearby AirBnB and really enjoyed it.\n\nWe enjoyed 2 entrees, dessert, (Baklava) wine and beer. I especially recommend the...']",Outer Richmond,37.78215027,-122.4786682
California Fish Market Restaurant,Seafood,2,4.5,477,"['Came here on a week night for a birthday dinner and was not disappointed. There was live music at a near by restaurant so opted to sit outside and were...', ""I've been looking forward to this restaurant since they opened. Service is speedy and friendly. \n\nWe ordered the salmon and scallop crudo. Fish market..."", 'Not quite sure what I expected, maybe I was thinking it would be more wooden interior and old school vibe, but what we got was better! The main server, just...']",North Beach,37.79980087,-122.4083176
Mamahuhu,Chinese,2,4,279,"['First time trying this spot and blown away! We got the sweet and spicy chicken sandwich and it was bomb! The sauce was so delicious-it left a spicy taste in...', ""I think Mamahuhu is a solid fast casual spot in the Richmond. The interior is super cute and colorful. They have a nice patio area that's great on a sunny..."", 'Best way to describe the food? Everything was very good, but nothing was memorable. Simply put: Quick, healthy, and fresh. Nothing more. Nothing less....']",Inner Richmond,37.78266907,-122.4649277
Nopalito,Mexican,2,4,1992,"[""This is going on my public list of the Bay Area's Best Mexican Cantinas. This restaurant has it all, great food, amazing vibe, parking easy to find, superb..."", 'Always had a delightful breakfast there. I am very interested in trying the breakfast that is served here. So many great options and the quality of food is...', 'The food is delicious as always, but the new ToastTab system takes away from the charm and fun of eating out. With their new system, you order food online...']",Panhandle,37.77343369,-122.4389954
MaMa Ji's,Other,2,4,856,"['What can I say? This place was amazing!! Amazing food, good price, and I love outdoor seating on a beautiful day. \n\nI never heard of this place, but the...', ""This spot is a small neighborhood Chinese restaurant that makes a particular Sichuan dish that I love very very well: the Hot and Numbing Fish. \n\nI've..."", 'Another friggin grand slam ... I had been in a hospital just shy of a week...... and the first thing I wanted and craved was dumplings and noods from this...']",Eureka Valley,37.76075745,-122.4387283
Burma Superstar,Other,2,4,7276,"['I really liked the check in tablet at the Host reception. It was a 27 minute wait, so we were able to go to a nearby Bar to kill time. We got the alert and...', ""I've been to burma before and the quality is always consistent! We went at 6 on a Tuesday and there wasn't a wait despite being busy. We ordered the mango..."", 'Tried this restaurant today. Food tasted not bad but there is always a line there.\n\nPrice was not super expensive but somewhat high.']",Inner Richmond,37.78278732,-122.4625397
Perilla,Vietnamese,2,4,1477,"['#27 imperial rolls & 5-spice chicken garlic noodle is *fantastic*! Noodles are garlicky and perfectly al dente. Egg rolls are SO crispy and tasty...', ""This was the Vietnamese place I had heard most about after moving to SF. I'm never in Inner Sunset so was excited to head over on for a Saturday dinner!..."", 'Love this place. Their portions are giant yet delicious. We ordered the five spice chicken with garlic noodles and imperial rolls. And the grilled pork with...']",Inner Sunset,37.76414871,-122.4671097
Cha Cha Cha,Other,2,4,3376,"['Laura was so attentive and patient with our large group of 13! She continuously checked up on us and was so quick to respond to any question or concern we...', 'Out to lunch with the pre-teens today enjoying an unexpected school holiday.  We were vintage clothes shopping on The Haight and had to come to eat here.  I...', 'Great lunch spot for Cuban food. We had the flavorful Ropa Vieja and the roasted pork. Both had a ton of flavor. \n\nService was good and prices ok for San...']",Haight Ashbury,37.76914215,-122.4520416
Jane on Fillmore,Coffee & Tea,2,4,1111,"['Not bad! I found some tasty food... I like their berry smoothie bowls. Also, I recently had peanut butter and banana toast. \nThe place is not big, if I can...', ""Love Jane's. Great coffee,pastries and atmosphere. Such a treat to get a table up front and watch the people pass by on Filmore."", 'I enjoyed a casual breakfast at Jane on Fillmore earlier this week! I was so tempted by several of the menu items, and would definitely return to try them...']",Pacific Heights,37.78934097,-122.434227
Brenda's Meat & Three,Breakfast & Brunch,2,4,1377,"[""Delicious brunch spot, doesn't lose in anything to the Polk St unit. This one takes reservations in advance! My favourites were: The shrimp and grits,..."", 'Such good vibes here. I came as a party of 6 on a Sunday noon and we were seated in about 20 minutes. \n\n- chicken sandwich (5/5)\n- French toast (3/5)\n-...', '10/16/22 Sunday 3 pm \nWe came looking for soul food in the area open past 3 pm. (Many restaurants are closed at 2 pm). Simple menu with attractive enough...']",Western Addition,37.77814865,-122.4385529
Cafe Okawari,Japanese,2,4.5,245,"[""Chicken katsu sando. That's the only thing you need to know. \n\nBetween all the meetings, my coworkers and I were struggling to coordinate a time where we..."", 'The chicken katsu curry is delicious, and I think what sets it apart is that the chicken has clearly been marinated. When you bite in you get a savory...', '\\\\ TO GO ORDER REVIEW //\n\nI ordered:\n- chicken katsu sando with curry sauce on the side\n- spicy tuna don\n\nThe chicken katsu sando was so decadent. The milk...']",South of Market,37.77825928,-122.3938828
Saucy Asian,Korean,2,4.5,407,"[""I stopped in for Poke after the gym. I ordered the island poke with a mix of tuna and salmon. This was some of the most flavorful Poke I've ever had! I..."", ""Saucy Asian is the perfect, quick (and sneakily maybe nap inducing) lunch to pick up in the Castro / Dolores area. I've never been when there has been a..."", 'Have been here dozens of times and loved it.\n\nHowever, the last handful of times, the amount of food they gave has declined rapidly.  They are skimping on...']",Castro,37.76261139,-122.4309387
Cafe De Casa,Other,2,4.5,126,"[""I think i've found my açaí spot! I've been on the hunt for a while, having tried earthbar, avotoasty, judahlicious etc, and I've not found a click. It's..."", 'Large, delicious, and refreshing smoothie bowls for a good price! I love toppings so appreciated all the granola and fruit, but if you prefer more smoothie...', 'Cafe De Casa has routinely become one of my favorite spots to work on a Friday afternoon. Their pastries are to DIE for especially their cheese bread (pão...']",Castro,37.76235962,-122.4347076
Zazie,Breakfast & Brunch,2,4,4932,"[""The food was great - I'm  just not sure it was worth the wait in the end.\n\nThe waiting system was transparent and efficient though! It was entirely our..."", 'I think I had really high expectations before going so it fell a little flat for me. The food was okay and ambiance was nice but I left feeling a bit...', 'Fantastic spot for brunch in SF, highly recommend the cappuccino!  Heads up there is always a wait so make sure to get on the list earlier than later.']",Cole Valley,37.76524353,-122.4500961
Um Ma,Korean,2,4,576,"[""It's been a really hard to find a good Korean restaurant in SF; UMMA almost hit the spot!\n\nWe put our name on the waiting list for umma and waited for about..."", ""My last two visits here weren't as good as the previous three visits. Last time I thought it was because I decided to try a new dish rather than my usual..."", ""A pleasantly surprised experience! To be honest I was a little bit skeptical of the restaurant since it was supposedly Korean food but it didn't seem / feel...""]",Inner Sunset,37.76549911,-122.4661942
Troya,Mediterranean,2,4,684,"['After 2 years I came back to la Troya with my husband, his parents and a friend of us.\nI booked online, but my husband call to be sure the table was inside...', 'While in between work meetings, I grabbed a quick lunch at Troya on a Friday afternoon. It was...fine. \n\nI originally came because I saw the Manti Dumplings...', 'Troya is the real deal. Everything that we tried was exceptional. \n\nHowever, there are two dishes that stole the show. The braised lamb shoulder and the...']",Pacific Heights,37.78937531,-122.4340744
NOVY Restaurant,Mediterranean,2,4,498,"['Highs:\n- We liked everything we ordered: the chicken wrap (gyro), Athenian pasta, and moussaka. Each plate was filling enough for one person. \n- We tried...', 'We made an 8pm outdoor reservation online.  The food was great, the service was friendly, and the outdoor set up was quite pleasant.  The only downside is...', ""Best dolmas that I have ever had, and I've had quite a few.  We came and had  sort of a small plates dinner with dolmas, halloumi cheese, hummus and one...""]",Noe Valley,37.75152969,-122.4321213
Presidio Kebab,Mediterranean,2,4.5,259,"['Weary Travelers. As we were headed to a typical food chain restaurant to eat because we were too tired and too hungry to explore. We see this elegant...', 'Ordered the hummus, babaganoush, falafel appetizer, spanakopita, L&B-yaprak wrap, musakka, salmon izgara, beyti kabob, baklava, and kunefe for takeout\nThe...', ""I came here for late lunch on Sunday. \n\nI had Beyti Kebab and Kunefe. Beyti kebab one of the best I've ever had. Homemade kunefe was fresh and delicious.\nI...""]",Presidio Heights,37.78807449,-122.4468079
Beretta,Italian,2,4,321,"[""Food and drinks were some of the best I've ever had. I had the lasagna... DELICIOUS. A table favorite.  I don't know if I'll be able to get lasagna anywhere..."", 'The best valued happy hour in my opinion!\n\nExperience: My friend and I went here at 4pm. We were seated immediately. We sat outside and the outside seating...', 'Walnut bread with burrata and mushroom-truffle honey. Get it. Burrata is always amazing, but it was even better paired with a soft and chewy walnut bread,...']",Panhandle,37.77574921,-122.4382477
Manna,Korean,2,4,1280,"['???????????????????????????????6??????????????????????\n??????????????????????????????????????????????????????????????????????????????????????????????????????...', ""There aren't too many solid Korean restaurants in SF, so I'm glad I found this one! Though small and tightly packed, this place was the pinnacle of..."", ""An Inner sunset classic...affordable Korean eats in SF with friendly service! Manna is always a good idea. I've eaten here many times over the years and the...""]",Inner Sunset,37.76388931,-122.467247
Mangrove Kitchen,Thai,2,4,349,"['Great food. Amazing atmosphere and phenomenal service. Will absolutely be back again.', 'Variety of vegetarian options on the menu: 4/5\n\nWent once and have been back almost 3 more times. Mangrove might be our new go to Thai spot! We also get the...', ""Mangrove is my local Thai restaurant for when I can't wait for delivery or I don't want to travel far for dinner. I'm giving them 3 stars for convenience...""]",Lower Haight,37.77251053,-122.4369583
Unco Frank’s,Other,2,4.5,67,"['Fantastic spot for Hawaiian food in an unsuspecting location. We shared the kalbi, mochiko chicken, and furikake fries.\n\nKalbi: Good amount of meat and fat...', ""Food was great and great customer service.I had teriyaki chicken with two sides \n\nThe reason I'm giving it 4 stars way to pricey $19 for the chicken and..."", ""First of all, placing an order for pickup is NOT EASY.  Unco Frank's does not have a direct web presence.  You need to place your order through:...""]",Inner Richmond,37.78284836,-122.464119
Savor,Mediterranean,2,5,51,"[""Wow, we've had brunch here several times and the savory dishes are AMAZING! All the dishes we've tried have been wonderfully seasoned and incredibly well..."", 'Truly makes you want to savor every bite. Incredible combination of quality ingredients and delightful flavours.\n\nAppearing quite reserved at first glance,...', ""I've followed Chef Mo for years - he's always had the best vegetarian food and at his new place here on Irving - it's just as I remembered maybe even...""]",Inner Sunset,37.76411438,-122.4622345
San Ho Won,Korean,4,4.5,223,"['I was so excited to dine at San Ho Won, after having an amazing experience at Benu, several years ago.  It did not disappoint.   Our group had the house...', ""Best I've ever had. Exceptional food down to every last detail. \n\nWill be back for sure."", 'The service here is amazing and the food was delicious and beautifully presented! My friend and I walked in around 5:30pm on a Wednesday and we were given...']",Mission,37.75944138,-122.4101715
Hinodeya Ramen Bar,Ramen,2,4,1673,"['The best ramen I ever had, I got the level 10 and they did a great job of balancing the flavor with spice. Props to the chefs! Nonetheless the spice left me...', 'My favorite vegan ramen in the city!!! The flavors are PACKED and all the toppings are soooo good! Squash? Yes. Inari??? Yes! And the staff is so attentive,...', 'Came here with a friend who was visiting from out of town. We had just gotten back from a giant sandcastle building competition on the beach so we wanted...']",Japantown,37.7861557,-122.4300537
The Italian Homemade Company,Italian,2,4.5,1794,"[""craving home made pasta?\n\nliterally is in the name of the restaurant\n\never since the italian homemade opened its first location in SF - i've been a fan!..."", 'Food is great. Tasty and good portions.\n\nI removed one star because the attention to detail no so great.  I ordered delivery from the North Beach location....', ""Saw so many great reviews, but I don't understand why.\n\nPrice review\nFirst, the price was shocking! I think it would have been cheaper at Olive Garden where...""]",North Beach,37.80175018,-122.41185
Hodala,Other,2,4,651,"['i loveee the ground pork with rice bowl and the shaved ice :) but honestly everything ive had so far is great. if possible, i would like to see more milk...', 'Came here for some hot beef noodle soup at around 5:30pm on a cold, foggy Sunday evening. \n\nVery authentic Taiwanese spot with the Taiwanese gua baos and...', '5.5/10\nDate of visit: September, 2021\n\nBasically everything was kinda meh other than the radish/turnip cakes, which were cubed and fried style but not...']",Outer Richmond,37.78000641,-122.4816818
The Public Izakaya,Other,2,4.5,95,"['I love going to this place with my girlfriend. I really like the delicious food and the relaxed atmosphere of the restaurant', 'Food and atmosphere were great, but Anthony was incredible! Very attentive and kind to us throughout the meal. Would genuinely go back again just for him,...', 'I love the ambiance!! Super cozy and really unique vibe! I would recommend this place to anyone!']",Lower Nob Hill,37.78783798,-122.4135971
